iter	RMSE
0	0.09755894681
1	0.09470716969
2	0.09236417604
3	0.09042779824
4	0.0887313454
5	0.08735835508
6	0.08616623164
7	0.08524051503
8	0.0843772917
9	0.08369755205
10	0.08308460246
11	0.08251538558
12	0.08203302363
13	0.08155509315
14	0.08120440922
15	0.08082917195
16	0.08052564406
17	0.08024448013
18	0.08000425593
19	0.07981150864
20	0.07960988862
21	0.07942827375
22	0.07919177031
23	0.07904186612
24	0.07886445682
25	0.0786951906
26	0.07855837708
27	0.07843563739
28	0.0782748464
29	0.07817118041
30	0.07807788754
31	0.07799480838
32	0.07792512866
33	0.07784711892
34	0.07774603454
35	0.07764825372
36	0.07755684435
37	0.07746297355
38	0.07733719962
39	0.07725306614
40	0.07715554596
41	0.07710302561
42	0.07703145079
43	0.07698569319
44	0.07693574211
45	0.07688387962
46	0.07680915609
47	0.07674730191
48	0.07668874072
49	0.07660446043
50	0.07650762105
51	0.0764598164
52	0.0763349671
53	0.07625708646
54	0.07620714036
55	0.07611861441
56	0.07607563458
57	0.07603580664
58	0.07599153799
59	0.07592741134
60	0.07585955828
61	0.07582281486
62	0.07580335373
63	0.07573985843
64	0.07571018863
65	0.07565806213
66	0.07558160232
67	0.07555013486
68	0.07552793094
69	0.0755055766
70	0.07545936442
71	0.07541510918
72	0.07536976697
73	0.07529646464
74	0.07525717847
75	0.07522883855
76	0.07518520801
77	0.0751548755
78	0.07510754909
79	0.07508589965
80	0.07506138919
81	0.07503942644
82	0.07502482849
83	0.0750099486
84	0.07493381
85	0.07489861305
86	0.07481830383
87	0.07478321985
88	0.07475516501
89	0.07472418881
90	0.0746982927
91	0.07464690362
92	0.07459147911
93	0.07456476509
94	0.07452100017
95	0.0744882258
96	0.07444679256
97	0.07440626997
98	0.07438833556
99	0.07437029683
100	0.07432780507
101	0.07430158458
102	0.07425293002
103	0.07422691902
104	0.07419536862
105	0.07417233784
106	0.07412799251
107	0.07410199133
108	0.07408124417
109	0.07404210475
110	0.07400357676
111	0.07398680892
112	0.07396659303
113	0.07394475161
114	0.07391804663
115	0.07390417479
116	0.07387604071
117	0.07384960234
118	0.07383481691
119	0.07381851626
120	0.07380299164
121	0.07377878178
122	0.07375251369
123	0.07373061589
124	0.07370656047
125	0.07367825231
126	0.07365378499
127	0.07363358478
128	0.07361688621
129	0.07359395534
130	0.07357345114
131	0.07355240792
132	0.07353053456
133	0.07350380759
134	0.07349196809
135	0.07347026003
136	0.07345150112
137	0.07341326641
138	0.07339665342
139	0.07337848383
140	0.07336591843
141	0.07335012498
142	0.0733347207
143	0.07332113881
144	0.07330700847
145	0.0732961143
146	0.07327452677
147	0.07325623809
148	0.07323239272
149	0.07319097537
150	0.07318248417
151	0.07317106218
152	0.07313977231
153	0.07311516536
154	0.07310797022
155	0.07308695778
156	0.07306901735
157	0.07303214129
158	0.07301401645
159	0.0730042898
160	0.0729844456
161	0.07297292185
162	0.07296087209
163	0.0729371047
164	0.07291500684
165	0.07290006431
166	0.07288648641
167	0.07287344895
168	0.07286317725
169	0.07283447911
170	0.07281762445
171	0.07280281402
172	0.07278821792
173	0.0727661933
174	0.0727513082
175	0.07273502855
176	0.07272112744
177	0.07269776111
178	0.0726830356
179	0.07267030694
180	0.07264892314
181	0.07263493576
182	0.07262356423
183	0.07260958076
184	0.07258864287
185	0.07257227823
186	0.07256147874
187	0.0725506717
188	0.07253272178
189	0.07252332384
190	0.07250520017
191	0.07248359329
192	0.07247423556
193	0.07245856552
194	0.0724493207
195	0.07241646295
196	0.07239553141
197	0.07237249018
198	0.0723521852
199	0.07233951363
200	0.07230823929
201	0.07229941229
202	0.07228120469
203	0.07226870438
204	0.07224741807
205	0.0722401876
206	0.07222598049
207	0.07221641373
208	0.07219767108
209	0.07218011261
210	0.07215970535
211	0.07214635435
212	0.07213135796
213	0.07212316567
214	0.07211270385
215	0.07210428965
216	0.07209141148
217	0.07207817919
218	0.0720663418
219	0.07205677523
220	0.07203745924
221	0.07201461868
222	0.07199945504
223	0.07198272451
224	0.07196873919
225	0.07195418589
226	0.07194320886
227	0.07193486563
228	0.07192448377
229	0.07191163129
230	0.07188182448
231	0.07187161498
232	0.07185988533
233	0.07184481585
234	0.07183812031
235	0.07182844561
236	0.07182050845
237	0.07181205533
238	0.07179654318
239	0.07177269944
240	0.07176371972
241	0.07175031148
242	0.07174100212
243	0.07172892327
244	0.07172353723
245	0.0716696453
246	0.07165360277
247	0.07164535349
248	0.0716361999
249	0.07162242875
250	0.07160944948
251	0.07160022135
252	0.07159426266
253	0.07158722894
254	0.07157844896
255	0.07156845042
256	0.07152360326
257	0.07150731342
258	0.07148584721
259	0.07147678645
260	0.07145299414
261	0.07144420196
262	0.07143706825
263	0.07142992215
264	0.07142336494
265	0.07141007612
266	0.07140429312
267	0.07139220939
268	0.07138378254
269	0.07136625565
270	0.07135272841
271	0.07134440944
272	0.07133170734
273	0.07132168353
274	0.07130878121
275	0.07129424418
276	0.07128227422
277	0.07127403798
278	0.07126511013
279	0.07125816525
280	0.07124566544
281	0.07123122322
282	0.07121844226
283	0.07121236037
284	0.07120775438
285	0.07120247433
286	0.07118998381
287	0.07117886308
288	0.0711679083
289	0.0711605888
290	0.07115308674
291	0.07114165768
292	0.0711274766
293	0.07109382306
294	0.07104692065
295	0.07102810951
296	0.07102064634
297	0.07101301795
298	0.07100203833
299	0.07099448781
300	0.07098574077
301	0.07097433326
302	0.07096244768
303	0.07095057027
304	0.07093271495
305	0.07092567114
306	0.07091341162
307	0.07090566464
308	0.07089111554
309	0.0708809092
